oom,opt_time,rep,wall_time,cpu_utilization,mem_usage,net_usage,ver,index,net,scale,wflow
True,0.2984408629999961,0,212.1414758809988,0,18220,0,p2d2.optimizer,True,loc,10,join.py
True,0.2984408629999961,1,212.1414758809988,0,18220,0,p2d2.optimizer,True,loc,10,join.py
False,2.000000677071512e-06,0,200.82066762199972,0,13867,0,p2d2.no_optimizer,True,loc,10,join.py
False,2.000000677071512e-06,1,200.82066762199972,0,13867,0,p2d2.no_optimizer,True,loc,10,join.py
True,0.2437351070002478,0,161.95065702899956,0,17419,0,p2d2.optimizer,False,loc,10,join.py
True,0.2437351070002478,1,161.95065702899956,0,17419,0,p2d2.optimizer,False,loc,10,join.py
False,4.19999923906289e-06,0,208.7277806860002,0,13443,0,p2d2.no_optimizer,False,loc,10,join.py
False,4.19999923906289e-06,1,208.7277806860002,0,13443,0,p2d2.no_optimizer,False,loc,10,join.py
False,0.3466835480012378,0,104.49844153900084,0,11894,0,p2d2.optimizer,True,lan,1,proj.py
False,0.3466835480012378,1,104.49844153900084,0,11894,0,p2d2.optimizer,True,lan,1,proj.py
False,8.000006346264854e-07,0,57.180773996000426,0,8987,0,p2d2.no_optimizer,True,lan,1,proj.py
False,8.000006346264854e-07,1,57.180773996000426,0,8987,0,p2d2.no_optimizer,True,lan,1,proj.py
False,0.0008104999997158,0,8.96366210999986,0,1775,0,p2d2.optimizer,False,lan,1,proj.py
False,0.0008104999997158,1,8.96366210999986,0,1775,0,p2d2.optimizer,False,lan,1,proj.py
False,1.0999992809956891e-06,0,57.70991273199979,0,8985,0,p2d2.no_optimizer,False,lan,1,proj.py
False,1.0999992809956891e-06,1,57.70991273199979,0,8985,0,p2d2.no_optimizer,False,lan,1,proj.py
False,0.000863000001118,0,9.393786540000292,0,1778,0,p2d2.optimizer,True,wan,1,proj.py
False,0.000863000001118,1,9.393786540000292,0,1778,0,p2d2.optimizer,True,wan,1,proj.py
False,1.0999992809956891e-06,0,58.09970644099849,0,8986,0,p2d2.no_optimizer,True,wan,1,proj.py
False,1.0999992809956891e-06,1,58.09970644099849,0,8986,0,p2d2.no_optimizer,True,wan,1,proj.py
False,0.0009190000000671,0,9.550879222999356,0,1774,0,p2d2.optimizer,False,wan,1,proj.py
False,0.0009190000000671,1,9.550879222999356,0,1774,0,p2d2.optimizer,False,wan,1,proj.py
False,8.999995770864189e-07,0,57.32500937899931,0,8989,0,p2d2.no_optimizer,False,wan,1,proj.py
False,8.999995770864189e-07,1,57.32500937899931,0,8989,0,p2d2.no_optimizer,False,wan,1,proj.py
False,0.0012353000001894,0,9.14206677600123,0,1774,0,p2d2.optimizer,True,loc,1,proj.py
False,0.0012353000001894,1,9.14206677600123,0,1774,0,p2d2.optimizer,True,loc,1,proj.py
False,8.000006346264854e-07,0,57.86767716299983,0,8987,0,p2d2.no_optimizer,True,loc,1,proj.py
False,8.000006346264854e-07,1,57.86767716299983,0,8987,0,p2d2.no_optimizer,True,loc,1,proj.py
False,0.0014680000003863,0,9.028938583000128,0,1772,0,p2d2.optimizer,False,loc,1,proj.py
False,0.0014680000003863,1,9.028938583000128,0,1772,0,p2d2.optimizer,False,loc,1,proj.py
False,8.999995770864189e-07,0,58.191742984001394,0,8987,0,p2d2.no_optimizer,False,loc,1,proj.py
False,8.999995770864189e-07,1,58.191742984001394,0,8987,0,p2d2.no_optimizer,False,loc,1,proj.py
False,0.0011897000003955,0,256.6619645110004,0,15698,0,p2d2.optimizer,True,lan,10,proj.py
False,0.0011897000003955,1,256.6619645110004,0,15698,0,p2d2.optimizer,True,lan,10,proj.py
True,1.8999999156221747e-06,0,249.711932573,0,20970,0,p2d2.no_optimizer,True,lan,10,proj.py
True,1.8999999156221747e-06,1,249.711932573,0,20970,0,p2d2.no_optimizer,True,lan,10,proj.py
False,0.371849351999117,0,174.3384153879997,0,17488,0,p2d2.optimizer,False,lan,10,proj.py
False,0.371849351999117,1,174.3384153879997,0,17488,0,p2d2.optimizer,False,lan,10,proj.py
True,8.000006346264854e-07,0,279.83149402399977,0,25806,0,p2d2.no_optimizer,False,lan,10,proj.py
True,8.000006346264854e-07,1,279.83149402399977,0,25806,0,p2d2.no_optimizer,False,lan,10,proj.py
False,0.2811339899999439,0,170.88590241999918,0,24231,0,p2d2.optimizer,True,wan,10,proj.py
False,0.2811339899999439,1,170.88590241999918,0,24231,0,p2d2.optimizer,True,wan,10,proj.py
True,2.1010000637033954e-06,0,289.6165123209994,0,22016,0,p2d2.no_optimizer,True,wan,10,proj.py
True,2.1010000637033954e-06,1,289.6165123209994,0,22016,0,p2d2.no_optimizer,True,wan,10,proj.py
False,0.3378789850012254,0,179.6903055849998,0,18979,0,p2d2.optimizer,False,wan,10,proj.py
False,0.3378789850012254,1,179.6903055849998,0,18979,0,p2d2.optimizer,False,wan,10,proj.py
True,1.0999992809956891e-06,0,286.35170967199883,0,20381,0,p2d2.no_optimizer,False,wan,10,proj.py
True,1.0999992809956891e-06,1,286.35170967199883,0,20381,0,p2d2.no_optimizer,False,wan,10,proj.py
False,0.3820941290014161,0,170.28549513799953,0,17482,0,p2d2.optimizer,True,loc,10,proj.py
False,0.3820941290014161,1,170.28549513799953,0,17482,0,p2d2.optimizer,True,loc,10,proj.py
True,1.2000000424450263e-06,0,252.6928226309992,0,25811,0,p2d2.no_optimizer,True,loc,10,proj.py
True,1.2000000424450263e-06,1,252.6928226309992,0,25811,0,p2d2.no_optimizer,True,loc,10,proj.py
False,0.3096669289989222,0,187.7138601839997,0,18977,0,p2d2.optimizer,False,loc,10,proj.py
False,0.3096669289989222,1,187.7138601839997,0,18977,0,p2d2.optimizer,False,loc,10,proj.py
True,7.999988156370819e-07,0,285.0063388889994,0,20388,0,p2d2.no_optimizer,False,loc,10,proj.py
True,7.999988156370819e-07,1,285.0063388889994,0,20388,0,p2d2.no_optimizer,False,loc,10,proj.py
False,0.4135427719993458,0,133.60608310799944,0,8108,0,p2d2.optimizer,True,lan,1,sel.py
False,0.4135427719993458,1,133.60608310799944,0,8108,0,p2d2.optimizer,True,lan,1,sel.py
False,9.000013960758224e-07,0,54.49349540700132,0,8981,0,p2d2.no_optimizer,True,lan,1,sel.py
False,9.000013960758224e-07,1,54.49349540700132,0,8981,0,p2d2.no_optimizer,True,lan,1,sel.py
False,0.0012906060001114,0,48.01891194000018,0,8031,0,p2d2.optimizer,False,lan,1,sel.py
False,0.0012906060001114,1,48.01891194000018,0,8031,0,p2d2.optimizer,False,lan,1,sel.py
False,8.999995770864189e-07,0,55.37116593100109,0,8988,0,p2d2.no_optimizer,False,lan,1,sel.py
False,8.999995770864189e-07,1,55.37116593100109,0,8988,0,p2d2.no_optimizer,False,lan,1,sel.py
False,0.0009411039991391,0,48.99162929100021,0,18074,0,p2d2.optimizer,True,wan,1,sel.py
False,0.0009411039991391,1,48.99162929100021,0,18074,0,p2d2.optimizer,True,wan,1,sel.py
False,8.999995770864189e-07,0,56.17124649099969,0,8986,0,p2d2.no_optimizer,True,wan,1,sel.py
False,8.999995770864189e-07,1,56.17124649099969,0,8986,0,p2d2.no_optimizer,True,wan,1,sel.py
False,0.0008411039998463,0,49.56496324399996,0,8035,0,p2d2.optimizer,False,wan,1,sel.py
False,0.0008411039998463,1,49.56496324399996,0,8035,0,p2d2.optimizer,False,wan,1,sel.py
False,8.999995770864189e-07,0,57.155357859001015,0,8989,0,p2d2.no_optimizer,False,wan,1,sel.py
False,8.999995770864189e-07,1,57.155357859001015,0,8989,0,p2d2.no_optimizer,False,wan,1,sel.py
False,0.0011604049996094,0,49.83128392399885,0,8033,0,p2d2.optimizer,True,loc,1,sel.py
False,0.0011604049996094,1,49.83128392399885,0,8033,0,p2d2.optimizer,True,loc,1,sel.py
False,7.999988156370819e-07,0,55.79167870499987,0,8987,0,p2d2.no_optimizer,True,loc,1,sel.py
False,7.999988156370819e-07,1,55.79167870499987,0,8987,0,p2d2.no_optimizer,True,loc,1,sel.py
False,0.0013933059999544,0,51.23577448099968,0,8035,0,p2d2.optimizer,False,loc,1,sel.py
False,0.0013933059999544,1,51.23577448099968,0,8035,0,p2d2.optimizer,False,loc,1,sel.py
False,8.999995770864189e-07,0,55.12794691999807,0,8988,0,p2d2.no_optimizer,False,loc,1,sel.py
False,8.999995770864189e-07,1,55.12794691999807,0,8988,0,p2d2.no_optimizer,False,loc,1,sel.py
True,0.0011470050012576,0,326.070118787,0,15733,0,p2d2.optimizer,True,lan,10,sel.py
True,0.0011470050012576,1,326.070118787,0,15733,0,p2d2.optimizer,True,lan,10,sel.py
True,4.800000169780105e-06,0,272.5631047370007,0,25859,0,p2d2.no_optimizer,True,lan,10,sel.py
True,4.800000169780105e-06,1,272.5631047370007,0,25859,0,p2d2.no_optimizer,True,lan,10,sel.py
True,0.3907148349971976,0,240.06096969699863,0,25864,0,p2d2.optimizer,False,lan,10,sel.py
True,0.3907148349971976,1,240.06096969699863,0,25864,0,p2d2.optimizer,False,lan,10,sel.py
True,4.501001967582852e-06,0,279.9093573149985,0,25889,0,p2d2.no_optimizer,False,lan,10,sel.py
True,4.501001967582852e-06,1,279.9093573149985,0,25889,0,p2d2.no_optimizer,False,lan,10,sel.py
True,0.2300629660021513,0,212.47104443400167,0,25877,0,p2d2.optimizer,True,wan,10,sel.py
True,0.2300629660021513,1,212.47104443400167,0,25877,0,p2d2.optimizer,True,wan,10,sel.py
True,3.999997716164216e-06,0,302.55591797799934,0,25894,0,p2d2.no_optimizer,True,wan,10,sel.py
True,3.999997716164216e-06,1,302.55591797799934,0,25894,0,p2d2.no_optimizer,True,wan,10,sel.py
True,0.355826414997864,0,254.85978240300028,0,25892,0,p2d2.optimizer,False,wan,10,sel.py
True,0.355826414997864,1,254.85978240300028,0,25892,0,p2d2.optimizer,False,wan,10,sel.py
True,3.4999975468963385e-06,0,283.4082318690016,0,25895,0,p2d2.no_optimizer,False,wan,10,sel.py
True,3.4999975468963385e-06,1,283.4082318690016,0,25895,0,p2d2.no_optimizer,False,wan,10,sel.py
True,0.3803262229994288,0,277.6992899319994,0,25890,0,p2d2.optimizer,True,loc,10,sel.py
True,0.3803262229994288,1,277.6992899319994,0,25890,0,p2d2.optimizer,True,loc,10,sel.py
True,3.900000592693687e-06,0,340.24372430100266,0,25896,0,p2d2.no_optimizer,True,loc,10,sel.py
True,3.900000592693687e-06,1,340.24372430100266,0,25896,0,p2d2.no_optimizer,True,loc,10,sel.py
True,0.2598841200015158,0,304.40685372499865,0,25896,0,p2d2.optimizer,False,loc,10,sel.py
True,0.2598841200015158,1,304.40685372499865,0,25896,0,p2d2.optimizer,False,loc,10,sel.py
True,4.400000761961564e-06,0,283.13115294399904,0,25896,0,p2d2.no_optimizer,False,loc,10,sel.py
True,4.400000761961564e-06,1,283.13115294399904,0,25896,0,p2d2.no_optimizer,False,loc,10,sel.py
